x, y, th, stamp, 
-1.9999574200055863, -0.500001077935803, 5.339604404727314e-07, 2313000000, 
-1.9999595183035002, -0.5000010810818643, 5.115011543582014e-07, 2347000000, 
-1.9988066142515561, -0.5000010832589367, 1.7434281360707684e-06, 2381000000, 
-1.9964977278142477, -0.5000010914014699, 2.321255840900769e-06, 2415000000, 
-1.9930334464656403, -0.500001100974073, 1.774265619892502e-06, 2449000000, 
-1.9884137042764005, -0.500001100786114, 1.827296810186611e-06, 2483000000, 
-1.982806135230248, -0.500003237120244, -0.0011383907016678221, 2517000000, 
-1.976613085249758, -0.5000274822669237, -0.008263635288447669, 2551000000, 
-1.969831813610594, -0.5001359747135217, -0.025573946831487615, 2585000000, 
-1.963001705477454, -0.5003832146810641, -0.04634778623571801, 2619000000, 
-1.9561858704673314, -0.5007559132164388, -0.062128075019876286, 2653000000, 
-1.9493773544934654, -0.5012301405857061, -0.07734374204094985, 2687000000, 
-1.942571995456656, -0.5018187639477116, -0.0954643206026239, 2721000000, 
-1.9357786636594652, -0.5025310669377652, -0.11317621123105787, 2755000000, 
-1.9290007040504304, -0.5033575607358086, -0.12939290842265574, 2789000000, 
-1.9222358121397733, -0.5042951732955631, -0.14619850645111965, 2823000000, 
-1.9154864282284767, -0.50534941976285, -0.16367757256570412, 2857000000, 
-1.9087567459377466, -0.5065200152492356, -0.18066714623834226, 2891000000, 
-1.9020477812327983, -0.5078034559927643, -0.19740635887826943, 2925000000, 
-1.8953604852213037, -0.5092001658495847, -0.21447462402108408, 2959000000, 
-1.8886975995646815, -0.5107112425720366, -0.2315986393938233, 2993000000, 
-1.8820613718577923, -0.5123354030542722, -0.24852734699593845, 3027000000, 
-1.875453167239057, -0.5140715571948554, -0.2654723841824233, 3061000000, 
-1.8688748714394132, -0.5159198009308692, -0.28251959935914533, 3095000000, 
-1.8623286993650423, -0.5178797678789002, -0.299531682772857, 3129000000, 
-1.8558164622698574, -0.5199505149778542, -0.31649544383972267, 3163000000, 
-1.8493398838065385, -0.5221314532710443, -0.33348977682299025, 3197000000, 
-1.8429008968464624, -0.5244221273696632, -0.3505027678940754, 3231000000, 
-1.836501468720769, -0.5268219292428329, -0.36749423458355496, 3265000000, 
-1.83014335653031, -0.5293300392741856, -0.38448090443623023, 3299000000, 
-1.8238283951593914, -0.5319457891592257, -0.40148081674444897, 3333000000, 
-1.8175584424358748, -0.534668465876827, -0.41848034003898343, 3367000000, 
-1.8113353015050442, -0.5374972435125526, -0.4354728564740309, 3401000000, 
-1.8051607522743152, -0.5404312874948772, -0.452467367555737, 3435000000, 
