e, e_dot, e_int, stamp, 
0.2914570860231298, 1.080758145578743e-06, 0.027671070211724914, 1729718922844733939, 
0.2916717576248527, 0.0012944024831965972, 0.029232864823116246, 1729718922900062168, 
0.2917057657895586, 0.0015734042388466903, 0.02793703023942417, 1729718922940536151, 
0.289579084783016, -0.014029105999961733, 0.02619310202102564, 1729718922990077302, 
0.28837635425962743, -0.02005946237221093, 0.034572319921547225, 1729718923059797490, 
0.2882533105483438, -0.006752169123328863, 0.03195073686379827, 1729718923100734474, 
0.28617809852175363, -0.015125370285952164, 0.02585973692468305, 1729718923149712317, 
0.36905323477257057, 0.527630688481551, 0.031439955788237314, 1729718923200704164, 
0.3670981561198672, 0.5284545814994738, 0.034075213776742934, 1729718923249705169, 
0.366649846006348, -0.01628716366353242, 0.03639990016522632, 1729718923299724456, 
0.3663679724652041, -0.005272473632022778, 0.03342175763278991, 1729718923340845808, 
0.3683644661993257, 0.0033055176759080626, 0.05880064624195677, 1729718923459888589, 
0.43189787850076444, 0.2410232550197654, 0.08127346165142721, 1729718923549841221, 
0.4258477346883165, 0.21524230899814112, 0.07758693143369327, 1729718923649725373, 
0.3959227213553121, -0.1308058557354911, 0.07942472606371141, 1729718923739902796, 
0.36066893720256205, -0.20859334734354196, 0.08281614112773197, 1729718923859840517, 
0.38200091370388123, -0.01882628998410646, 0.07961552011442569, 1729718923949676306, 
0.36702826729059845, 0.02946980753816607, 0.07038906750808524, 1729718924050132993, 
0.3521258741146183, -0.10523098648752027, 0.06969632746864622, 1729718924139557814, 
0.3140547553150457, -0.16091581463242846, 0.07227806844394995, 1729718924259997819, 
0.29815666913155414, -0.1640978709118066, 0.06771927561418127, 1729718924350228735, 
0.2748653905512005, -0.13664804366967534, 0.056143804535277765, 1729718924449870230, 
0.2582839785848394, -0.1396844811848233, 0.052406740817164746, 1729718924539353095, 
0.2258468250120641, -0.15126475741128, 0.05320446941561773, 1729718924660165630, 
0.2140202562550193, -0.13301938621385914, 0.049194376883910935, 1729718924750744496, 
0.1940187244677306, -0.11085759089181373, 0.040060165765073895, 1729718924849758923, 
0.1749021223912297, -0.1379619328137537, 0.036771601252117606, 1729718924939982831, 
0.15039893811931404, -0.13883136986449943, 0.03634836922168857, 1729718925059735725, 
0.13272547304642424, -0.133664454818164, 0.03202364175248492, 1729718925149732525, 
0.1199348768005295, -0.1080458626931174, 0.025542137128145327, 1729718925249847735, 
0.10643476634149196, -0.09289911586099485, 0.022689580284853877, 1729718925339288823, 
0.09136262726902789, -0.0923650453478767, 0.022126111800779676, 1729718925458760526, 
0.0796913474211759, -0.08434052464746351, 0.019560119105349993, 1729718925550758150, 
0.07289714690967863, -0.08671731824950069, 0.011626048860008616, 1729718925601732390, 
0.06500615366106277, -0.07179087066158359, 0.010669784752849878, 1729718925697863580, 
0.06391201909980548, -0.02965004117926556, 0.01718945658434522, 1729718925857254963, 
0.05820695868823522, -0.022851255979921437, 0.015710521422362254, 1729718925949735490, 
0.055196662655640605, -0.040626485180912046, 0.008422116775496268, 1729718925999748599, 
0.04777229082791745, -0.03771990887796727, 0.010217264874977528, 1729718926139911517, 
0.04209681081827643, -0.033876928104927324, 0.01241741071341972, 1729718926256544076, 
0.05569844497422327, 0.03243015646125918, 0.010181250797694153, 1729718926349736805, 
0.05098054859682288, 0.0330807142948237, 0.009630642056431653, 1729718926450741824, 
0.04610671224106544, -0.03377952006036872, 0.009687732954711517, 1729718926539958781, 
0.042033831650949205, -0.029828172328726244, 0.009556110192987702, 1729718926656809287, 
0.04002676305229236, -0.018817568560052608, 0.008962410341914105, 1729718926749741070, 
0.036701396228983274, -0.01828279215994514, 0.007637953817977115, 1729718926849748638, 
0.05308056954345708, 0.04941234711704171, 0.00823233189827284, 1729718926939997888, 
0.04522304399068333, 0.03794190139574533, 0.009287331549107977, 1729718927056126125, 
0.040780651770427445, -0.03837151893168831, 0.009724157726702641, 1729718927149744642, 
0.03817119479094222, -0.024515257892501415, 0.008014323100129476, 1729718927249747953, 
0.03484609762532265, -0.021014740636471293, 0.007206867503753793, 1729718927339735794, 
0.032517736336932446, -0.019041159683487432, 0.007225903810141397, 1729718927455155690, 
0.030729627622414935, -0.013025392118346385, 0.0068669588811604305, 1729718927549748534, 
0.04182712444111192, 0.030684069262894548, 0.006816198208984179, 1729718927649766151, 
0.03788312052345111, 0.022397457714648145, 0.006999657036588146, 1729718927739887934, 
0.03444835049251771, -0.024137509192275836, 0.007991528711248391, 1729718927859777373, 
0.03297285596598365, -0.015016069917683403, 0.007366584693264804, 1729718927949753518, 
0.03138886563616761, -0.010746078431900966, 0.006257268330746178, 1729718928049756032, 
0.029089324703756247, -0.013404378494765794, 0.006054006611871491, 1729718928144101474, 
0.026869394487387233, -0.014735191572868775, 0.006006093770550951, 1729718928256038568, 
0.04047639678441284, 0.03979587257866047, 0.006740004937457656, 1729718928353776286, 
0.03709391939931228, 0.03414853717334366, 0.006604696771223205, 1729718928445756542, 
0.035919598296446864, -0.01634283138968815, 0.007104758424040404, 1729718928541583946, 
0.03195266792606377, -0.015271395211055838, 0.007488735118121425, 1729718928659789330, 
0.03157491455848249, -0.01258606974031313, 0.0069008836857313285, 1729718928749761301, 
0.028271007598093867, -0.012412024053742157, 0.005813197950380943, 1729718928849766037, 
0.02547100917625289, -0.02122333740896924, 0.005443528753497182, 1729718928941172150, 
0.01947885357052548, -0.02704863361599066, 0.00512622237237873, 1729718929059797235, 
0.03358978187770867, 0.0348680716009629, 0.00548715415521176, 1729718929150766458, 
0.030484847282070904, 0.041264648479026035, 0.005294323904483071, 1729718929249890708, 
0.027129654515883228, -0.02283136938784859, 0.005757705694670771, 1729718929340155776, 
0.024231141741643425, -0.020495157768645036, 0.005714782220917675, 1729718929459362415, 
0.023510724849943543, -0.010749196454018834, 0.005241613660601921, 1729718929550180105, 
0.022530650344890546, -0.00591830425288456, 0.004464593788736322, 1729718929649960133, 
0.019741192239200345, -0.013645346896865673, 0.004153812855074052, 1729718929739613857, 
0.013757158396257019, -0.026963631390219095, 0.003919603508620896, 1729718929859830206, 
0.010860620789257425, -0.027237670033241998, 0.0031186589498606305, 1729718929950528956, 
0.008263533155481673, -0.019407976397909508, 0.0020769145550804317, 1729718930049322146, 
0.004678580552861744, -0.022022517940165475, 0.0014988895633179927, 1729718930139442910, 
0.0009869764424306204, -0.023525179414188625, 0.00097500467294742, 1729718930259315332, 
0.00048038435214725617, -0.01210923739625043, 0.00043319429124903886, 1729718930350896746, 
-0.0016769741024185159, -0.00911388125898475, -1.3310253251703918e-05, 1729718930449812587, 
-0.0033279753368444798, -0.013386286917398316, -0.0002848884006493247, 1729718930539791189, 
-0.0026554043132791527, -0.004241729094211334, -0.000535141690795391, 1729718930659388427, 
-0.003278647474413088, -0.00039846127928300397, -0.0006514139155248672, 1729718930750786225, 
-0.005010082378582803, -0.008089403095003523, -0.0006954086090537554, 1729718930850013450, 
-0.00446729434797688, -0.003801426619236764, -0.0008037135741047448, 1729718930939805992, 
-0.004144909177445033, 0.0029180226749844756, -0.0009480699005853927, 1729718931058804377, 
-0.004441608661743368, -0.00016028284450696987, -0.0009225020290901479, 1729718931151813492, 
-0.005293978012123279, -0.003993336184347668, -0.0008790028318742054, 1729718931248783793, 
-0.0067194737365621204, -0.008084180952238678, -0.0010375495794205409, 1729718931340974070, 
-0.008881623818150164, -0.011269985929789006, -0.0014629004167749891, 1729718931458818987, 
