x, y, theta, stamp, 
-2.0588823090861297e-08, 2.4134552134569276e-08, -2.3851212579176417e-07, 1729718922749793446, 
-2.0588823090861297e-08, 2.4134552134569276e-08, -2.3851212579176417e-07, 1729718922799787734, 
-4.1177639076295236e-08, 4.8269122032706946e-08, -4.76934892096479e-07, 1729718922844733939, 
0.0001591063482919708, -1.9333052478032187e-05, -9.775340762322743e-06, 1729718922900062168, 
0.0027996560093015432, 8.636329584987834e-05, 0.0020754937553552517, 1729718922940536151, 
0.008018245920538902, 0.00020784107618965209, 0.008768472391146925, 1729718922990077302, 
0.019125092774629593, 0.0004352642863523215, 0.020308179261876707, 1729718923059797490, 
0.02671605907380581, 0.0005174119723960757, 0.028178923998634323, 1729718923100734474, 
0.03786861151456833, 0.0011474741622805595, 0.040629488755469664, 1729718923149712317, 
0.05102192983031273, 0.001836899435147643, 0.05647345679584725, 1729718923200704164, 
0.06654421985149384, 0.002893447410315275, 0.07320144880282968, 1729718923249705169, 
0.08306510001420975, 0.004138749558478594, 0.09039763829009703, 1729718923299724456, 
0.09577316045761108, 0.005271923262625933, 0.10413151953255471, 1729718923340845808, 
0.13218872249126434, 0.009705448523163795, 0.1430336784828017, 1729718923459888589, 
0.1584976762533188, 0.013783378526568413, 0.17323480692529436, 1729718923549841221, 
0.18932011723518372, 0.01954168826341629, 0.21237632751496524, 1729718923649725373, 
0.21585042774677277, 0.02609710395336151, 0.27144307057950007, 1729718923739902796, 
0.2512349486351013, 0.03704741969704628, 0.34732063379752204, 1729718923859840517, 
0.2773136794567108, 0.04699673876166344, 0.3881660570134179, 1729718923949676306, 
0.3055712878704071, 0.05911654233932495, 0.4292120944208955, 1729718924050132993, 
0.33041903376579285, 0.07098603248596191, 0.4680473400484015, 1729718924139557814, 
0.3631247282028198, 0.08879047632217407, 0.5388166577098377, 1729718924259997819, 
0.38621360063552856, 0.1035180613398552, 0.5906819487596193, 1729718924350228735, 
0.4115636348724365, 0.12102852016687393, 0.6324294532055424, 1729718924449870230, 
0.4338419437408447, 0.13777583837509155, 0.6654052727134799, 1729718924539353095, 
0.4620457589626312, 0.1609548032283783, 0.7188446030278559, 1729718924660165630, 
0.4824787974357605, 0.17932583391666412, 0.7532991092386537, 1729718924750744496, 
0.5041897892951965, 0.20014294981956482, 0.7847374706029092, 1729718924849758923, 
0.523786723613739, 0.22025561332702637, 0.8138799299164089, 1729718924939982831, 
0.5492624640464783, 0.24805118143558502, 0.8512827924106059, 1729718925059735725, 
0.567365825176239, 0.26921141147613525, 0.8777448198821476, 1729718925149732525, 
0.5869944095611572, 0.29348453879356384, 0.9060457960213371, 1729718925249847735, 
0.6037874221801758, 0.31520408391952515, 0.9249308310563484, 1729718925339288823, 
0.6251195669174194, 0.3445398211479187, 0.9459870476110755, 1729718925458760526, 
0.6414293646812439, 0.3677053451538086, 0.9620772455301861, 1729718925550758150, 
0.6502074599266052, 0.3805401921272278, 0.9710864073498786, 1729718925601732390, 
0.666716456413269, 0.40533247590065, 0.9828428443373448, 1729718925697863580, 
0.6937201619148254, 0.44696080684661865, 1.0011189955881816, 1729718925857254963, 
0.7087683081626892, 0.4709455668926239, 1.0093808902340367, 1729718925949735490, 
0.7167792916297913, 0.4838809669017792, 1.0137160734323627, 1729718925999748599, 
0.7389494776725769, 0.5205481648445129, 1.024430977790266, 1729718926139911517, 
0.756993293762207, 0.5512392520904541, 1.0324008727213498, 1729718926256544076, 
0.771267294883728, 0.5758571028709412, 1.0368475269384851, 1729718926349736805, 
0.7866526246070862, 0.6025640368461609, 1.04356672633413, 1729718926450741824, 
0.8003541827201843, 0.6266397833824158, 1.050177877208396, 1729718926539958781, 
0.8180409073829651, 0.6576923131942749, 1.0567415694817603, 1729718926656809287, 
0.8318194150924683, 0.6824585199356079, 1.0604569489790427, 1729718926749741070, 
0.8466668725013733, 0.7095531821250916, 1.0654885801893987, 1729718926849748638, 
0.859599769115448, 0.7334939241409302, 1.0687274337590644, 1729718926939997888, 
0.8764533996582031, 0.7650355100631714, 1.0785788673311953, 1729718927056126125, 
0.8900641202926636, 0.79049152135849, 1.0847858638570098, 1729718927149744642, 
0.9040679335594177, 0.8178505301475525, 1.0886378432436792, 1729718927249747953, 
0.9166908264160156, 0.8423939347267151, 1.0932581396921197, 1729718927339735794, 
0.9328590631484985, 0.8737965226173401, 1.0974355386231485, 1729718927455155690, 
0.9459043145179749, 0.899867832660675, 1.1003516851431623, 1729718927549748534, 
0.9596843123435974, 0.9273993372917175, 1.1092325287492297, 1729718927649766151, 
0.9716969728469849, 0.9522079229354858, 1.1142413998431726, 1729718927739887934, 
0.9875788688659668, 0.985152006149292, 1.1191247629926722, 1729718927859777373, 
0.9995754361152649, 1.0103371143341064, 1.1216255284349315, 1729718927949753518, 
1.0129015445709229, 1.0380446910858154, 1.1245946299532157, 1729718928049756032, 
1.0252631902694702, 1.064395785331726, 1.1279088386225298, 1729718928144101474, 
1.0394939184188843, 1.0951957702636719, 1.131122528162457, 1729718928256038568, 
1.0522184371948242, 1.1226595640182495, 1.1366591597153977, 1729718928353776286, 
1.0637788772583008, 1.1480673551559448, 1.1411004561494187, 1729718928445756542, 
1.075849175453186, 1.1750152111053467, 1.14326605387178, 1729718928541583946, 
1.0909099578857422, 1.2083399295806885, 1.148711106332068, 1729718928659789330, 
1.1023343801498413, 1.2338138818740845, 1.150207517850181, 1729718928749761301, 
1.114680290222168, 1.2621346712112427, 1.1544160961316408, 1729718928849766037, 
1.125409722328186, 1.2871702909469604, 1.1578449480085127, 1729718928941172150, 
1.1398847103118896, 1.3211138248443604, 1.164672229369729, 1729718929059797235, 
1.1504722833633423, 1.346426248550415, 1.1681065706386238, 1729718929150766458, 
1.162414312362671, 1.3750269412994385, 1.1720851244776092, 1729718929249890708, 
1.1730643510818481, 1.4004815816879272, 1.1762900257435676, 1729718929340155776, 
1.1872434616088867, 1.43458890914917, 1.180313772721135, 1729718929459362415, 
1.1975910663604736, 1.4603456258773804, 1.1815514325204022, 1729718929550180105, 
1.2090394496917725, 1.4888811111450195, 1.1831278413265818, 1729718929649960133, 
1.2192327976226807, 1.5144171714782715, 1.1864291212326206, 1729718929739613857, 
1.2326799631118774, 1.5487635135650635, 1.192833174201162, 1729718929859830206, 
1.242871880531311, 1.5745115280151367, 1.196216396922166, 1729718929950528956, 
1.253771424293518, 1.6034609079360962, 1.198651131277907, 1729718930049322146, 
1.263552188873291, 1.6292335987091064, 1.2021875030499265, 1729718930139442910, 
1.2768715620040894, 1.6639975309371948, 1.205995218304376, 1729718930259315332, 
1.2864205837249756, 1.689916729927063, 1.2060028023624023, 1729718930350896746, 
1.2973302602767944, 1.7185430526733398, 1.2081494084362396, 1729718930449812587, 
1.3071836233139038, 1.7444909811019897, 1.2097281991353104, 1729718930539791189, 
1.319983720779419, 1.7789571285247803, 1.2084139275269996, 1729718930659388427, 
1.3294622898101807, 1.804891586303711, 1.2081892418431017, 1729718930750786225, 
1.3403234481811523, 1.8338881731033325, 1.2093999860137736, 1729718930850013450, 
1.3499633073806763, 1.859489917755127, 1.2084456261923855, 1729718930939805992, 
1.3626668453216553, 1.8932042121887207, 1.2075134924947368, 1729718931058804377, 
1.3726173639297485, 1.9197450876235962, 1.2071108583965915, 1729718931151813492, 
1.3829697370529175, 1.9476584196090698, 1.2067715691010708, 1729718931248783793, 
1.3927241563796997, 1.974042534828186, 1.2067534116363963, 1729718931340974070, 
1.4056144952774048, 2.008254051208496, 1.2074464241517127, 1729718931458818987, 
1.41560697555542, 2.0343546867370605, 1.2074358865637775, 1729718931549786053, 
1.4209842681884766, 2.0484654903411865, 1.2072181571546698, 1729718931599790994, 
1.4360928535461426, 2.0885584354400635, 1.2069404610028784, 1729718931740185210, 
1.4487193822860718, 2.1222915649414062, 1.2060077390434714, 1729718931858135512, 
1.458727240562439, 2.1489832401275635, 1.2052684000207652, 1729718931949793372, 
1.463822364807129, 2.1621177196502686, 1.2060607464142017, 1729718931999793218, 
1.4773167371749878, 2.1972849369049072, 1.205821072564134, 1729718932159707551, 
1.4840155839920044, 2.2153408527374268, 1.2046404118887482, 1729718932257069679, 
1.4900150299072266, 2.230854034423828, 1.2051420203552132, 1729718932349794346, 
1.4945104122161865, 2.2424404621124268, 1.2022371176545885, 1729718932450800048, 
