angle_increment, stamp, 
0.008714509196579456, 1727901190590914356, 
0.008714509196579456, 1727901190726020407, 
0.008714509196579456, 1727901190848950131, 
0.008714509196579456, 1727901190984435385, 
0.008714509196579456, 1727901191107097351, 
0.008714509196579456, 1727901191242088402, 
0.008714509196579456, 1727901191364493664, 
0.008714509196579456, 1727901191500089936, 
0.008714509196579456, 1727901191622572550, 
0.008714509196579456, 1727901191745515053, 
0.008714509196579456, 1727901191880367363, 
0.008714509196579456, 1727901192003379328, 
0.008714509196579456, 1727901192138344564, 
0.008714509196579456, 1727901192261534696, 
0.008714509196579456, 1727901192396252229, 
0.008714509196579456, 1727901192519387582, 
0.008714509196579456, 1727901192654263485, 
0.008714509196579456, 1727901192777690931, 
0.008714509196579456, 1727901192899829101, 
0.008714509196579456, 1727901193035148578, 
0.008714509196579456, 1727901193157976858, 
0.008714509196579456, 1727901193293008483, 
0.008714509196579456, 1727901193415942948, 
0.008714509196579456, 1727901193551536053, 
0.008714509196579456, 1727901193673513113, 
0.008714509196579456, 1727901193808717460, 
0.008714509196579456, 1727901193931803165, 
0.008714509196579456, 1727901194066443032, 
0.008714509196579456, 1727901194189444793, 
0.008714509196579456, 1727901194312608980, 
0.008714509196579456, 1727901194447957493, 
0.008714509196579456, 1727901194570295145, 
0.008714509196579456, 1727901194705252585, 
0.008714509196579456, 1727901194828289679, 
0.008714509196579456, 1727901194964661598, 
0.008714509196579456, 1727901195086211325, 
0.008714509196579456, 1727901195221239321, 
0.008714509196579456, 1727901195344855099, 
0.008714509196579456, 1727901195480289612, 
0.008714509196579456, 1727901195602516653, 
0.008714509196579456, 1727901195724859730, 
0.008714509196579456, 1727901195859673115, 
0.008714509196579456, 1727901195982869783, 
0.008714509196579456, 1727901196117639131, 
0.008714509196579456, 1727901196240724559, 
0.008714509196579456, 1727901196375793999, 
0.008714509196579456, 1727901196498638964, 
0.008714509196579456, 1727901196633637348, 
0.008714509196579456, 1727901196756552091, 
0.008714509196579456, 1727901196891620642, 
0.008714509196579456, 1727901197014348959, 
0.008714509196579456, 1727901197149647028, 
0.008714509196579456, 1727901197272112291, 
0.008714509196579456, 1727901197407528211, 
0.008714509196579456, 1727901197529976159, 
0.008714509196579456, 1727901197665102469, 
0.008714509196579456, 1727901197788092823, 
0.008714509196579456, 1727901197910943603, 
0.008714509196579456, 1727901198046003746, 
0.008714509196579456, 1727901198168761193, 
0.008714509196579456, 1727901198304186132, 
0.008714509196579456, 1727901198426865098, 
0.008714509196579456, 1727901198562013019, 
0.008714509196579456, 1727901198684663096, 
0.008714509196579456, 1727901198820035479, 
0.008714509196579456, 1727901198942684260, 
0.008714509196579456, 1727901199078106051, 
0.008714509196579456, 1727901199200879850, 
0.008714509196579456, 1727901199323359205, 
0.008714509196579456, 1727901199458716273, 
0.008714509196579456, 1727901199581099184, 
0.008714509196579456, 1727901199716480938, 
0.008714509196579456, 1727901199839425958, 
0.008714509196579456, 1727901199974204140, 
0.008714509196579456, 1727901200097471937, 
0.008714509196579456, 1727901200232287452, 
0.008714509196579456, 1727901200355263991, 
0.008714509196579456, 1727901200490929651, 
0.008714509196579456, 1727901200613163303, 
0.008714509196579456, 1727901200748332724, 
0.008714509196579456, 1727901200870847246, 
0.008714509196579456, 1727901201006126870, 
0.008714509196579456, 1727901201128964947, 
0.008714509196579456, 1727901201251868486, 
0.008714509196579456, 1727901201386739963, 
0.008714509196579456, 1727901201510086076, 
0.008714509196579456, 1727901201645292311, 
0.008714509196579456, 1727901201767668667, 
0.008714509196579456, 1727901201902541996, 
0.008714509196579456, 1727901202025862182, 
0.008714509196579456, 1727901202161041344, 
0.008714509196579456, 1727901202283495717, 
0.008714509196579456, 1727901202418670638, 
0.008714509196579456, 1727901202541720325, 
0.008714509196579456, 1727901202676476840, 
0.008714509196579456, 1727901202799317990, 
0.008714509196579456, 1727901202922159567, 
0.008714509196579456, 1727901203057282692, 
0.008714509196579456, 1727901203180262731, 
0.008714509196579456, 1727901203315187560, 
0.008714509196579456, 1727901203438228617, 
0.008714509196579456, 1727901203572990224, 
0.008714509196579456, 1727901203695643468, 
0.008714509196579456, 1727901203830777463, 
0.008714509196579456, 1727901203953870724, 
0.008714509196579456, 1727901204088862905, 
0.008714509196579456, 1727901204211954832, 
0.008714509196579456, 1727901204346784365, 
0.008714509196579456, 1727901204469484386, 
0.008714509196579456, 1727901204592286352, 
0.008714509196579456, 1727901204727951605, 
0.008714509196579456, 1727901204850502589, 
0.008714509196579456, 1727901204985514251, 
0.008714509196579456, 1727901205108211421, 
0.008714509196579456, 1727901205244616969, 
0.008714509196579456, 1727901205365991400, 
0.008714509196579456, 1727901205501146636, 
