x, y, theta, stamp, 
-2.0589293825423738e-08, 2.4134635623340728e-08, -2.3815607820325717e-07, 1729718598403571727, 
-2.0589293825423738e-08, 2.4134635623340728e-08, -2.3815289496159184e-07, 1729718598443580874, 
-2.0589293825423738e-08, 2.4134635623340728e-08, -2.3815208961136403e-07, 1729718598493572046, 
-3.9119734651649196e-07, 4.5855961161578307e-07, -4.529694734511136e-06, 1729718598542654759, 
0.00019628056907095015, -0.00012116958532715216, 0.0016915837879149763, 1729718598592851414, 
0.0029493500478565693, -3.590271808207035e-05, 0.012480583174706062, 1729718598643087128, 
0.00684246513992548, 8.614917896920815e-05, 0.02408020263150536, 1729718598684144199, 
0.015899470075964928, 0.0005027865990996361, 0.04761622112943309, 1729718598752702584, 
0.024012645706534386, 0.001113425474613905, 0.07113771503987601, 1729718598802582276, 
0.032135456800460815, 0.001779127400368452, 0.09655395044345796, 1729718598844579246, 
0.042961664497852325, 0.002816062653437257, 0.1315014743489119, 1729718598894583433, 
0.056059032678604126, 0.004440037999302149, 0.1708263462422883, 1729718598945588817, 
0.0692748948931694, 0.007187426555901766, 0.20894090976280777, 1729718598991772072, 
0.09676574170589447, 0.014189692214131355, 0.28843536564388506, 1729718599084510644, 
0.12927110493183136, 0.025545883923768997, 0.38721143175293193, 1729718599201587294, 
0.15383578836917877, 0.03658963739871979, 0.4676296405385224, 1729718599292698626, 
0.16752271354198456, 0.043746381998062134, 0.5096158378987952, 1729718599343631275, 
0.20779435336589813, 0.06937624514102936, 0.6352167531872952, 1729718599504146057, 
0.2306326925754547, 0.08735223114490509, 0.7083046044035334, 1729718599600585811, 
0.2513607144355774, 0.10627780854701996, 0.7722869982713775, 1729718599693581691, 
0.2624202370643616, 0.11722530424594879, 0.7993253013215047, 1729718599743659138, 
0.2953571677207947, 0.1534677892923355, 0.8711704058652259, 1729718599903933949, 
0.31408897042274475, 0.1763879656791687, 0.9097040323463271, 1729718600000585301, 
0.33128485083580017, 0.19902817904949188, 0.9450692659422717, 1729718600093585126, 
0.34006690979003906, 0.21141153573989868, 0.9614925855122554, 1729718600143668190, 
0.36771535873413086, 0.2522987723350525, 0.973039448512821, 1729718600304117292, 
0.38410383462905884, 0.27640318870544434, 0.9708291462692412, 1729718600399593661, 
0.3914145529270172, 0.2874325215816498, 0.9743097753924654, 1729718600443594140, 
0.4086146056652069, 0.31301960349082947, 0.9782585721514144, 1729718600543662164, 
0.4367501735687256, 0.35412874817848206, 0.9535143295393727, 1729718600703512786, 
0.45383408665657043, 0.37754279375076294, 0.9283987459726245, 1729718600799744071, 
0.4618590474128723, 0.38835346698760986, 0.9200032323554371, 1729718600843598521, 
0.4807451665401459, 0.412182480096817, 0.9032140223960031, 1729718600943724722, 
0.511263906955719, 0.45055222511291504, 0.8834398701608371, 1729718601104163013, 
0.5313010215759277, 0.4743725657463074, 0.8636492618685679, 1729718601203788673, 
0.5494970679283142, 0.4952734410762787, 0.8320361259972024, 1729718601293786234, 
0.5594854354858398, 0.5063455104827881, 0.8136743732254075, 1729718601343873653, 
0.5936897397041321, 0.5412273406982422, 0.7756795499357139, 1729718601504120241, 
0.616130530834198, 0.5626011490821838, 0.7530667912137087, 1729718601603919900, 
0.6252719163894653, 0.5711942911148071, 0.7398531356200789, 1729718601643826211, 
0.648097574710846, 0.5915048718452454, 0.705619521517729, 1729718601744058981, 
0.6807894110679626, 0.6182999014854431, 0.6555615547379167, 1729718601883788843, 
0.7102662324905396, 0.6401489973068237, 0.6214223622955644, 1729718602003689418, 
0.7330318093299866, 0.6560701131820679, 0.5907131363384461, 1729718602093790464, 
0.7457361221313477, 0.6645262241363525, 0.5734106727756975, 1729718602143664622, 
0.7876855731010437, 0.6903219819068909, 0.5225888509418342, 1729718602303366759, 
0.8144031167030334, 0.705077588558197, 0.49559602148126713, 1729718602403610687, 
0.8389394879341125, 0.7180852890014648, 0.47045050241202147, 1729718602493619172, 
0.852570116519928, 0.7250348925590515, 0.45751347437366047, 1729718602543758077, 
0.8971113562583923, 0.7460206747055054, 0.4165381060711124, 1729718602703338080, 
0.9250191450119019, 0.7580304741859436, 0.39464052307347897, 1729718602803624012, 
0.9507929086685181, 0.7685806155204773, 0.3770865546091755, 1729718602893649534, 
0.9651845097541809, 0.7741955518722534, 0.36829133997155794, 1729718602943618694, 
1.0108904838562012, 0.7910798788070679, 0.3406620232569307, 1729718603103726198, 
1.0400385856628418, 0.8010317087173462, 0.32554019485350055, 1729718603203627691, 
1.0665091276168823, 0.8099053502082825, 0.3128081848817123, 1729718603294620764, 
1.0809983015060425, 0.8144991993904114, 0.30623433143970585, 1729718603343714987, 
1.1219669580459595, 0.8272324204444885, 0.2904542743043607, 1729718603483333588, 
1.1569125652313232, 0.8375598192214966, 0.2763714996146711, 1729718603602625889, 
1.1837852001190186, 0.8451447486877441, 0.2657808570162905, 1729718603693627991, 
1.1988202333450317, 0.8489823341369629, 0.26296601262268965, 1729718603743635256, 
1.246201753616333, 0.8616176247596741, 0.248157371518639, 1729718603903353466, 
1.2762291431427002, 0.8690582513809204, 0.2391079659248631, 1729718604003628229, 
1.2878166437149048, 0.8718839287757874, 0.23503515123043323, 1729718604043625803, 
1.3177520036697388, 0.8789311647415161, 0.22619461465665341, 1729718604143642104, 
1.3598557710647583, 0.8884363770484924, 0.2145842155027887, 1729718604284047764, 
1.3953453302383423, 0.895977795124054, 0.20307767427675472, 1729718604403669532, 
1.42264986038208, 0.9014788866043091, 0.19665380772862276, 1729718604495748209, 
