acc_x, acc_y, angular_z, stamp, 
0.007959021339902646, -0.28117725580093417, -0.5001082181392481, 134788000000, 
-0.11331517734926871, -0.016564135683320227, -0.500230590559486, 134793000000, 
-0.046725148983235903, -0.14498197863507442, -0.5005499670157332, 134798000000, 
-0.07188841678514278, -0.1385799578608122, -0.5002887589020819, 134803000000, 
-0.09338751102237802, -0.14166441663372945, -0.5002044317741832, 134808000000, 
-0.007479663085509293, -0.2608310480673584, -0.4997856218362203, 134813000000, 
-0.1341766931533864, -0.013292397138910275, -0.4997177194057057, 134818000000, 
0.0055583129521864436, -0.2899362670636442, -0.4999715011729058, 134823000000, 
-0.08320721927271058, -0.02808854244871858, -0.4996481621590783, 134828000000, 
-0.03550665829916122, -0.18300216094604616, -0.5000649410183294, 134833000000, 
0.039164037321813006, -0.26890312466875366, -0.4992313696611574, 134838000000, 
-0.13916552772373117, 0.0011841154533430778, -0.49981368452034713, 134843000000, 
-0.015634433961663384, -0.29634169637579005, -0.4997374810234041, 134848000000, 
-0.06950331501355292, -0.00959692923119897, -0.49974683529539515, 134853000000, 
-0.05279178932896922, -0.18098225894320316, -0.5001266037195835, 134858000000, 
-0.011049468835851834, -0.27990378145471106, -0.4998950411967766, 134863000000, 
-0.10449098853561616, 0.0015310222110012563, -0.500047741151847, 134868000000, 
-0.04008565342687068, -0.1607883995715683, -0.5007954074769524, 134873000000, 
0.017073297622724908, -0.32757443897380806, -0.49951572795109744, 134878000000, 
-0.09692249775571357, -0.01502158104481719, -0.5003011448204789, 134883000000, 
-0.028372711081078462, -0.26562473897103156, -0.5002418253754236, 134888000000, 
-0.08448463407816628, -0.022266645828783245, -0.49979799100263245, 134893000000, 
-0.062445319821781205, -0.1597537044827622, -0.4995333251744707, 134898000000, 
-0.03748758768798795, -0.17370156391090744, -0.4999309109440076, 134903000000, 
0.013451592631129598, -0.26240341365816716, -0.49997854904950434, 134908000000, 
-0.1279027136561437, -0.009284674047938115, -0.4999416259423968, 134913000000, 
-0.05323146069881176, -0.15855543670508498, -0.5001532557253493, 134918000000, 
-0.0528549968576111, -0.17195273132296868, -0.49989093489529235, 134923000000, 
-0.09451667816143716, -0.15983546604259166, -0.5003027447396176, 134928000000, 
-0.016039598286142053, -0.24473349709197428, -0.5001288325344714, 134933000000, 
-0.10734612177303719, -0.03495536975635075, -0.49989816917402735, 134938000000, 
-0.06004186808150192, -0.15348335463904997, -0.5003391327445258, 134943000000, 
-0.009220558276014666, -0.25075276147285414, -0.49998380672750076, 134948000000, 
-0.06392543153554545, -0.06448291752457122, -0.49983293916522725, 134953000000, 
-0.04349102586378367, -0.1688232406908752, -0.5000670909306355, 134958000000, 
-0.005164703277081471, -0.27571455621688, -0.4999865401720299, 134963000000, 
-0.11835691133557263, -0.027100237580314292, -0.49996433089451525, 134968000000, 
-0.05640696579463483, -0.13363811064088632, -0.4999289119598715, 134973000000, 
0.018076216011819978, -0.260206303505332, -0.4997952741683325, 134978000000, 
-0.10559825897780153, -0.02503358480885966, -0.500248219231219, 134983000000, 
-0.05137706604295284, -0.1295003837000298, -0.5003062316234885, 134988000000, 
-0.017298720801816075, -0.13211737213468, -0.49966519056015124, 134993000000, 
-0.0651711028084658, -0.144412727402265, -0.49989791753051066, 134998000000, 
-0.0259358804190625, -0.14891114161542277, -0.5001787588499269, 135003000000, 
-0.029774243583956243, -0.16185472713050578, -0.4995859413283237, 135008000000, 
-0.06367602715476874, -0.15675588469525886, -0.49982873308082876, 135013000000, 
-0.05372928843400807, -0.1730957012148745, -0.5001036515609043, 135018000000, 
-0.026899375553532705, -0.1506621944189547, -0.4997870368542916, 135023000000, 
