x, y, theta, stamp, 
-0.2233191877603531, -0.5494472980499268, -2.5380640008419015, 1729716907480038345, 
-0.24876095354557037, -0.5666943192481995, -2.5498691773423974, 1729716907580074952, 
-0.27666106820106506, -0.5849928855895996, -2.566067482007456, 1729716907689866361, 
-0.30256718397140503, -0.6015552878379822, -2.5776038870304983, 1729716907789670932, 
-0.32578378915786743, -0.6159881353378296, -2.5898481799032775, 1729716907880179721, 
-0.3521503806114197, -0.6318748593330383, -2.6007628152691, 1729716907980126894, 
-0.37745043635368347, -0.6467403173446655, -2.6107461912362324, 1729716908074489570, 
-0.40793028473854065, -0.6643064022064209, -2.619623585032439, 1729716908190163206, 
-0.43191617727279663, -0.6780839562416077, -2.623288126782366, 1729716908280047780, 
-0.45862966775894165, -0.6932344436645508, -2.6254501773977097, 1729716908380080950, 
-0.48487207293510437, -0.7082167863845825, -2.6254501773977097, 1729716908480812339, 
-0.5142542123794556, -0.7250412702560425, -2.6254501773977097, 1729716908589612837, 
-0.538124680519104, -0.7385534644126892, -2.625781890324106, 1729716908680038924, 
-0.5648617744445801, -0.7540601491928101, -2.623490125697542, 1729716908780085040, 
-0.5913671851158142, -0.7693145871162415, -2.621143606750028, 1729716908880471278, 
-0.6204220056533813, -0.7861343622207642, -2.619598033964863, 1729716908990097915, 
-0.644090473651886, -0.8001338839530945, -2.620431182148953, 1729716909080073808, 
-0.6703148484230042, -0.8153836727142334, -2.6198821302404354, 1729716909180089485, 
-0.6968539357185364, -0.83077472448349, -2.619987273506308, 1729716909279462897, 
-0.726028323173523, -0.8476589918136597, -2.619987273506308, 1729716909389227749, 
-0.7498584389686584, -0.8613350987434387, -2.620364913417507, 1729716909481087560, 
-0.7764957547187805, -0.8766735792160034, -2.620717069118004, 1729716909579573847, 
-0.8055353760719299, -0.8933543562889099, -2.6210460765385566, 1729716909689329816, 
-0.826614260673523, -0.9052624106407166, -2.622301399625846, 1729716909769253014, 
-0.8558501601219177, -0.9221094846725464, -2.6253785444498923, 1729716909880574085, 
-0.8821943998336792, -0.9371693134307861, -2.6271567472912642, 1729716909979684285, 
-0.9087586402893066, -0.9520096778869629, -2.6271567472912642, 1729716910079464546, 
-0.9336678981781006, -0.9659799337387085, -2.630493889615367, 1729716910189919175, 
-0.9512571096420288, -0.9757483601570129, -2.6322178421490636, 1729716910279468625, 
-0.9673233032226562, -0.984958827495575, -2.633622162496536, 1729716910379459241, 
-0.982362687587738, -0.9933999180793762, -2.635388891129795, 1729716910489704546, 
-0.9918814897537231, -0.9986417889595032, -2.6374966655503456, 1729716910590091529, 
