imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.042960432271535814, -0.018314983906879367, -0.023431328725419195, 4.2486919197811625e-12, -0.00017449072268627033, -2.43490992207087e-08, 3.5955299207331445e-06, 0.0, 8088000000, 
-0.06261151624757126, 0.02972817407081857, -0.04718814209191465, 4.2917965473404656e-09, -0.0013397065644519721, -3.2035347599390854e-06, 6.653185555853675e-05, 3.0623496724732735e-13, 8178000000, 
-0.09724094314302272, -0.01223557235036052, -0.07796528168361165, -2.4993324665967722e-08, -0.0028264916365581105, 8.842525604074569e-06, 0.00016675694726943542, -2.810639556757903e-11, 8274000000, 
0.08384289134929294, -0.054572493785860446, 0.022041674608411416, -0.0010267894909179744, -0.0032875105043759494, 0.3123304061085835, 7.242782779122255e-05, -2.048356855063076e-06, 8356000000, 
-0.2016938940658841, 0.1747412545934842, -0.11541735868353759, 0.026194619771652362, 0.03979124863768693, 0.6583010251868049, 0.0025638414778844207, 1.966743643205968e-05, 8445000000, 
-0.07745507272564205, 0.058827437597590106, -0.09179978845536052, 0.03347233891541471, 0.03847691960967928, 0.869932917056967, 0.00707635512045392, 0.00034561794670437727, 8549000000, 
-0.029439668338084514, -0.10646274857145333, -0.05400938984137488, -0.01011023249448808, -0.010800417944874293, 0.9360964127583817, 0.008698732057295672, 0.0006835324430121176, 8647000000, 
-0.041548770865082116, 0.04493288180854013, -0.04537006257427794, 0.03325732603556576, 0.034387014974495395, 0.9671478044905173, 0.009789404232692638, 0.0008552959135415261, 8743000000, 
-0.2745043196513971, 0.030084991450002783, -0.1866811297694244, 0.03872121950069377, 0.03902368205877814, 0.9922492562944524, 0.013637078749914329, 0.002155994047158655, 8826000000, 
-0.05588986584318287, 0.0663782446800021, -0.10525308438703913, 0.05543690596106662, 0.0554407730114751, 0.9999302489810581, 0.018275203258431766, 0.004265311422622663, 8902000000, 
-0.05594424941033944, 0.13972402224818553, -0.07390692222244327, 0.09178999161042233, 0.09199161443020965, 0.9978082478382823, 0.024537717581947782, 0.007894390064442855, 9008000000, 
2.025056737761412, 0.09515549725054763, 1.222513679259209, 0.10420322020319453, 0.10429881303202738, 0.99908347155587, 0.030782230275866882, 0.012710544547373193, 9083000000, 
-0.0924542867838312, 0.08614312300632987, 0.408499401864837, 0.11831288362841896, 0.11874849607105013, 0.99633163823506, 0.03653717346197771, 0.01791841864376744, 9175000000, 
0.1113273210198611, 0.08353306629287756, 0.2240698676767359, 0.1103856710599479, 0.11071993081390821, 0.9969810335726986, 0.04348494734837252, 0.02562303433302907, 9267000000, 
-0.0924308863454712, 0.12320821899703975, 0.02849202466419737, 0.12504287982597648, 0.1253471817797889, 0.9975723271198308, 0.05010085282988751, 0.03452039529647663, 9356000000, 
-0.0601942331298104, 0.09955662248895958, -0.02648369819298274, 0.11674693372389582, 0.1169616440810015, 0.9981642669373133, 0.05634899501336278, 0.04500722069115897, 9439000000, 
2.1100500419551445, 0.16611364642289025, 1.2935726863091281, 0.15703697090834687, 0.15685209284570073, 1.0011786776911418, 0.06097098211398151, 0.0552184015222699, 9525000000, 
-0.03799943823542098, 0.14814433473873062, 0.4692541476507244, 0.17519230845392364, 0.17571243660725436, 0.9970398899282622, 0.06523851464314072, 0.06742245890864486, 9620000000, 
-0.0730879919930126, 0.18078825672859575, 0.13355617399856662, 0.17964850457339124, 0.17980121059490534, 0.9991506952538927, 0.06912280569818244, 0.0834751152709813, 9703000000, 
-0.03582703599310155, 0.1749004173623583, 0.028640650394418626, 0.1759008603120404, 0.176069998456264, 0.9990393698772843, 0.07152564782759378, 0.10082556503138461, 9781000000, 
-0.09144330362959269, 0.21716368613418852, -0.04526528055211167, 0.19192194168949775, 0.19153837967397314, 1.0020025334670655, 0.07224396571323427, 0.11898271346343398, 9872000000, 
-0.18332286951152255, 0.11130120242441874, -0.13105021426539126, 0.15815601210267444, 0.15897968819027658, 0.9948189853875149, 0.07109345528458803, 0.13723507232038282, 9943000000, 
-0.05740020367384614, 0.22986616245539365, -0.08460876912284267, 0.19622008373625796, 0.19621652700979436, 1.0000181265386652, 0.0683086953306878, 0.15466282240118065, 10043000000, 
-0.06605894470817977, 0.17242232682586373, -0.0730076227466114, 0.198211302531083, 0.19516805076959792, 1.0155929812768265, 0.06318103006614767, 0.1737991535264797, 10357000000, 
-0.13983141992229958, 0.3330151255211164, -0.11296245081728354, 0.26445071925519165, 0.25583451286113623, 1.033678827370458, 0.055464672946243174, 0.1943951222813224, 10576000000, 
-0.054970382388990754, 0.3412039430750896, -0.07645937092615115, 0.2928392856455147, 0.28059635863545856, 1.0436318100120527, 0.04348889501764779, 0.21836415142011514, 10664000000, 
-0.01233247235015009, 0.3228017415849357, -0.03664365656104585, 0.2979696923513745, 0.28426335608130693, 1.0482170352838134, 0.028213501058375334, 0.24228474336953465, 10747000000, 
-0.06660160510787219, 0.33129616497583075, -0.05492163558717546, 0.30687801445098545, 0.2919703088391743, 1.0510589781237747, 0.010245403414001935, 0.26484963302699865, 10833000000, 
-0.025924730183858744, 0.2741989647720308, -0.037110123874267764, 0.28356956606605677, 0.28319015985990686, 1.0013397577314749, -0.010321846548334582, 0.2858318812674393, 10928000000, 
2.5074383130697635, 0.49992525470803123, 1.5360628815508097, 0.3892559767211209, 0.3830173996316915, 1.016287973067094, -0.03317802806085563, 0.3045557974401642, 11021000000, 
1.954412558832625, 0.3420136312266665, 1.7914579457502844, 0.3847064107725625, 0.3841807168036079, 1.0013683507421414, -0.06026047398763025, 0.32237464904115476, 11122000000, 
-0.09440139530251246, 0.37937813778258006, 0.6237368168725861, 0.3927781010280812, 0.3925660254958294, 1.0005402289512546, -0.09025604203793892, 0.3382008932932888, 11208000000, 
-0.0814423681059213, 0.4087542896010422, 0.18691918411465835, 0.394009767761399, 0.3805163054436094, 1.035460930648054, -0.1244348896136888, 0.3519895239641907, 11306000000, 
0.015246209860439574, 0.3834596358100073, 0.0802273422323848, 0.3797753094854936, 0.36251829750205466, 1.0476031474889653, -0.1597106409191638, 0.3622222735043028, 11388000000, 
-0.2544526668717383, 0.3327844256242771, -0.127013209087944, 0.3536636633482354, 0.34023466240340783, 1.0394698201822399, -0.1946657468982902, 0.3685764822356785, 11469000000, 
0.08060663196725673, 0.3313483994866449, 0.0013494521826523387, 0.3488777723852832, 0.33615649925260843, 1.0378433056060452, -0.22872232586849625, 0.37114118150472303, 11568000000, 
1.9518534654467847, 0.436878641091124, 1.2068073652884028, 0.408830844584762, 0.39275733056877193, 1.0409247969801434, -0.26249030940083823, 0.37004701558373043, 11667000000, 
-0.18622033000311772, 0.4233458167960059, 0.3448188640588139, 0.4256360605357464, 0.41837408440056306, 1.0173576146466818, -0.2995002320934515, 0.3651590352923744, 11753000000, 
0.15254813700008857, 0.40825999912887573, 0.22528647914904104, 0.41267170846418333, 0.41105007728789794, 1.0039450939578576, -0.3389829610142796, 0.35565692598343335, 11840000000, 
-0.06096803555934656, 0.48722568607192723, 0.04843885916412946, 0.44431777707582704, 0.42702495635140036, 1.0404960423675949, -0.3774686288224414, 0.3421109585451132, 11882000000, 
-0.028156488536051787, 0.33758555743071433, 0.00021177461941414288, 0.3928434404890475, 0.3836756259273014, 1.0238947015192548, -0.4146636086567097, 0.3245797832212578, 11986000000, 
-0.007282028637832259, 0.30682518339022474, -0.004782548232648651, 0.3711765409684904, 0.3647795337133388, 1.017536639706817, -0.4469606767944395, 0.30506706637592973, 12077000000, 
0.03056560274796316, 0.48777442331425286, 0.018263220239247206, 0.4432781242586513, 0.4272811722165147, 1.0374389350205924, -0.4778411670200976, 0.28191142823068294, 12158000000, 
-0.13970749883764622, 0.5120002334872681, -0.07879454871720348, 0.47523476026169015, 0.4540988453810497, 1.0465447448185088, -0.5099423294565758, 0.25221606910367694, 12235000000, 
-0.06254579700427958, 0.48140915816472674, -0.06859461558159011, 0.46810133461056747, 0.45582292847201394, 1.0269367892038967, -0.5402545692406548, 0.2177032331567858, 12323000000, 
1.9131282941542527, 0.536269979096398, 1.1558225262231734, 0.5122137356180108, 0.4878738340803061, 1.0498897457445897, -0.5659969315028535, 0.18094714305297516, 12413000000, 
-0.09484581876104256, 0.5378126479929827, 0.3818301461909407, 0.5346844588886872, 0.5124311546441198, 1.0434269150946183, -0.5888401668722212, 0.14024765529783811, 12494000000, 
-0.014884676659223082, 0.6214573116019841, 0.13659703344444868, 0.5675784379801662, 0.5354302488025028, 1.0600417874215422, -0.6089360237809628, 0.09349755497412002, 12580000000, 
-0.11033777554618461, 0.5792594953922404, -0.016335629644150168, 0.5548822861872189, 0.5252962695042912, 1.0563225333978619, -0.6246303231252003, 0.04294153594143668, 12677000000, 
-0.02794153883781094, 0.6582586393723326, -0.022971267982877682, 0.5873181385135297, 0.5508898616369731, 1.0661262430357852, -0.6350269340372832, -0.009479658285764707, 12759000000, 
-0.08437663062685105, 0.49832741998957986, -0.06171779006284951, 0.5282425047181664, 0.5063893882565356, 1.0431547677901971, -0.639812008987427, -0.06311000765380002, 12852000000, 
-0.0061614560784020115, 0.6483723832440916, -0.026446266059518775, 0.5820003906685777, 0.549955300321428, 1.0582685362399826, -0.6390091121926282, -0.11536019771834331, 12944000000, 
-0.02032856277280009, 0.5794289065798726, -0.022729814115479224, 0.5652763530166374, 0.5452818509197428, 1.0366681965724134, -0.6324045461848027, -0.1701279902882806, 13030000000, 
-0.051759019176881395, 0.6109484456912925, -0.04032495768361591, 0.5760611790825662, 0.560801257371954, 1.02721092634871, -0.6200900518246495, -0.22407632804389183, 13116000000, 
-0.020138303503245858, 0.6050989394049701, -0.027644042701651047, 0.5776935410655862, 0.5687754634294833, 1.0156794345211915, -0.6018612890982102, -0.2777163714252228, 13212000000, 
0.01744651947266585, 0.6515050695920208, 0.0006789915637075809, 0.6016793190089343, 0.591186217892097, 1.01774923162832, -0.5777902366390992, -0.3302325990501247, 13298000000, 
-0.047464438758390085, 0.650840045698782, -0.02886425326183067, 0.6106931715069565, 0.6010480450748715, 1.016047180439433, -0.5476073740568324, -0.3815857271039485, 13370000000, 
1.5874416799947475, 0.5843667300564537, 0.9691382538965732, 0.5968192335358415, 0.5981191158595568, 0.9978267166367903, -0.5127289314848816, -0.42878714278798186, 13467000000, 
-0.01450665284243476, 0.6735068245949283, 0.36072910924948665, 0.6432310445651285, 0.6399482707848188, 1.0051297486534088, -0.4734501543881537, -0.4722418262031509, 13562000000, 
-0.06553324455796976, 0.6720050065102338, 0.09687291529071035, 0.6452607634531676, 0.6415779130500668, 1.0057403011048065, -0.42667035973250655, -0.5145437067708211, 13649000000, 
-0.10223972387395082, 0.7347718578071264, -0.02588325216106216, 0.6722235655417695, 0.6606026171850561, 1.0175914355384064, -0.3746794934386774, -0.5528488109452859, 13747000000, 
0.08739989921449301, 0.6977571918654978, 0.043938097989901045, 0.6702184873708837, 0.6504109331504538, 1.0304539072313657, -0.31827812527400956, -0.5860891069183621, 13832000000, 
-0.06584030860779355, 0.6798910568314337, -0.024040952525761605, 0.6680599092293076, 0.64411384846802, 1.0371767519332826, -0.25953966704103265, -0.6130731423820562, 13915000000, 
