e, e_dot, e_int, stamp, 
1.4142135623730951, 0.0, 0.13566726490590905, 1729715802813501955, 
1.4142135623730951, 0.0, 0.1363672497075955, 1729715802861953650, 
1.4142135623730951, 0.0, 0.1360978575803126, 1729715802909737673, 
1.4142135623730951, 0.0, 0.13529446831137257, 1729715802957621286, 
1.414262328516095, 0.000339388816301749, 0.13545444403520007, 1729715803005517328, 
1.4184185888065937, 0.01270794222839295, 0.2263701383041923, 1729715803117528818, 
1.4220230986993752, 0.036828687718601295, 0.22852351249848304, 1729715803166649697, 
1.4257196310780287, 0.05075166447768483, 0.13649842805828427, 1729715803213515644, 
1.4301019686899554, 0.05672158948117084, 0.1352803191537098, 1729715803261520125, 
1.4418266253084755, 0.0653826966924172, 0.2289488817812376, 1729715803373334831, 
1.4521797704068171, 0.07030165633146136, 0.30188408834031033, 1729715803470962671, 
1.4605032308773742, 0.06434238441121265, 0.2806070562810608, 1729715803566656523, 
1.4653346470845245, 0.045972552129634, 0.27806779018207367, 1729715803661506300, 
1.4665915893939838, 0.021347981395451993, 0.2792894563477484, 1729715803757409357, 
1.463510345346239, -0.004784997516084283, 0.30490540221190143, 1729715803869612182, 
1.4570468740748574, -0.03138777771832766, 0.3057895365529817, 1729715803966512957, 
1.4474196558519001, -0.05601459212320334, 0.2794023902736929, 1729715804061510444, 
1.4314953490369084, -0.08098714274341819, 0.29981978222234534, 1729715804173954667, 
1.4149062280748037, -0.10521840722550573, 0.29736785810801164, 1729715804269274933, 
1.3950531898952732, -0.12604665066939205, 0.27228631201487874, 1729715804366543998, 
1.372013121828409, -0.14890152921766744, 0.26798134958268055, 1729715804461515327, 
1.3482168658555025, -0.16351213762034503, 0.26193596215655596, 1729715804557492677, 
1.3176647016634833, -0.17356379110064254, 0.2799478821836754, 1729715804669505805, 
1.2896114156854144, -0.18831718969228997, 0.2742758124174713, 1729715804765514140, 
1.2617520679391396, -0.19412416134316723, 0.24763939690473644, 1729715804861522548, 
1.233804792550777, -0.1933458818913707, 0.24278619813028207, 1729715804957938503, 
1.200888485935105, -0.19483752324801185, 0.2564455768401929, 1729715805069651347, 
1.171734150549252, -0.1995229712081753, 0.24961428351854964, 1729715805165579684, 
1.1424194994674381, -0.20255709373465847, 0.22547400761849826, 1729715805262087738, 
1.113303361941955, -0.2026033687243093, 0.21966225245241913, 1729715805357846649, 
1.0794402324356307, -0.20264278123902116, 0.23034618858208822, 1729715805469285571, 
1.0507735605814927, -0.20045991723860088, 0.22466206437410666, 1729715805565641509, 
1.0208706079524694, -0.20161215483505743, 0.20340840216439315, 1729715805662941192, 
0.9915065938226488, -0.2047058918116571, 0.19707661085465436, 1729715805758655134, 
0.9578165071899568, -0.20344584948431818, 0.20464786035642069, 1729715805869642721, 
0.9285968745456126, -0.20245567636971692, 0.19873200878344946, 1729715805965817262, 
0.8987943280833665, -0.20499650295247282, 0.1782069568561462, 1729715806061592811, 
0.8700209779123528, -0.20301317627920823, 0.17296970475331966, 1729715806158190203, 
0.8362178525132146, -0.2005980276989079, 0.18045865563018748, 1729715806269412034, 
0.8067311046359438, -0.20250569301254062, 0.17452419389678245, 1729715806366538331, 
0.7774313866743336, -0.20400301077637054, 0.15500645059026838, 1729715806461538595, 
0.7481124084077941, -0.204493313463195, 0.14857236373926372, 1729715806557646631, 
0.7135336455012505, -0.2033014283406762, 0.15639205831532302, 1729715806671078545, 
0.6847972063557266, -0.2030177815594021, 0.1487441320372868, 1729715806765540501, 
0.655345598729726, -0.20362257781950918, 0.13041061781811691, 1729715806861581705, 
0.6264290917344806, -0.20259996165149538, 0.1259021747263745, 1729715806957603921, 
0.5921537895792971, -0.20149726473806448, 0.13055803575706076, 1729715807070594008, 
0.5634971012592463, -0.20171659313937043, 0.12352313052379953, 1729715807165545986, 
0.5338400917543634, -0.20355871967752082, 0.10754648014830827, 1729715807261562438, 
0.5048499739718754, -0.20313062538864624, 0.10279832122056207, 1729715807358029717, 
0.47055985971029096, -0.20176234629854295, 0.10513381905301822, 1729715807470541383, 
0.4414540824748525, -0.203673170123189, 0.0980237974369417, 1729715807565580625, 
0.41339509880352343, -0.19953411702608106, 0.08439138746524162, 1729715807661557254, 
0.3841517407844625, -0.1969168293746658, 0.0801128654138879, 1729715807759558363, 
0.35143420552958937, -0.19731512292475784, 0.08022067886453786, 1729715807871014179, 
0.3221074662011401, -0.20125997540751825, 0.07262377275082124, 1729715807965545576, 
0.293171879171989, -0.20387657256317213, 0.0613980125498563, 1729715808061550494, 
0.2631919182501623, -0.20347618996219477, 0.056520111970373765, 1729715808158563086, 
0.23427565562432248, -0.20403652762420488, 0.0507119468505176, 1729715808253971755, 
0.2001472601607117, -0.20282870616155568, 0.04817158255304456, 1729715808365718583, 
0.17091314168616192, -0.20346473612079793, 0.0418894141786112, 1729715808461572543, 
0.14140378781162646, -0.2027735902523166, 0.03299194778159306, 1729715808558855675, 
0.10813813019953947, -0.20039204879879344, 0.029287819870074245, 1729715808670544840, 
0.0786778722707553, -0.2005069182400635, 0.0228331821262761, 1729715808767555907, 
0.0502246929280858, -0.2021195838644949, 0.015092808855456519, 1729715808861560254, 
0.02389943898552128, -0.1911563517723233, 0.009739648796154602, 1729715808958776870, 
