angle_increment, stamp, 
0.008714509196579456, 1727899957455926692, 
0.008714509196579456, 1727899957590725881, 
0.008714509196579456, 1727899957726021307, 
0.008714509196579456, 1727899957848734634, 
0.008714509196579456, 1727899957983933654, 
0.008714509196579456, 1727899958106643722, 
0.008714509196579456, 1727899958242007536, 
0.008714509196579456, 1727899958364461124, 
0.008714509196579456, 1727899958499938901, 
0.008714509196579456, 1727899958622860375, 
0.008714509196579456, 1727899958757548046, 
0.008714509196579456, 1727899958880429168, 
0.008714509196579456, 1727899959015508837, 
0.008714509196579456, 1727899959138426218, 
0.008714509196579456, 1727899959273846328, 
0.008714509196579456, 1727899959396149510, 
0.008714509196579456, 1727899959531464732, 
0.008714509196579456, 1727899959654539853, 
0.008714509196579456, 1727899959789444412, 
0.008714509196579456, 1727899959912135091, 
0.008714509196579456, 1727899960047185389, 
0.008714509196579456, 1727899960170119844, 
0.008714509196579456, 1727899960305127235, 
0.008714509196579456, 1727899960440165330, 
0.008714509196579456, 1727899960562941323, 
0.008714509196579456, 1727899960698069362, 
0.008714509196579456, 1727899960820949039, 
0.008714509196579456, 1727899960956561000, 
0.008714509196579456, 1727899961078737479, 
0.008714509196579456, 1727899961214035387, 
0.008714509196579456, 1727899961336858139, 
0.008714509196579456, 1727899961472217695, 
0.008714509196579456, 1727899961595053651, 
0.008714509196579456, 1727899961729862654, 
0.008714509196579456, 1727899961852688869, 
0.008714509196579456, 1727899961987574558, 
0.008714509196579456, 1727899962110751641, 
0.008714509196579456, 1727899962245623292, 
0.008714509196579456, 1727899962380635942, 
0.008714509196579456, 1727899962503833896, 
0.008714509196579456, 1727899962638893657, 
0.008714509196579456, 1727899962761397078, 
0.008714509196579456, 1727899962896638634, 
0.008714509196579456, 1727899963019610293, 
0.008714509196579456, 1727899963155032163, 
0.008714509196579456, 1727899963277519399, 
0.008714509196579456, 1727899963412839658, 
0.008714509196579456, 1727899963535532578, 
0.008714509196579456, 1727899963670712357, 
0.008714509196579456, 1727899963793321333, 
0.008714509196579456, 1727899963928235521, 
0.008714509196579456, 1727899964051226790, 
0.008714509196579456, 1727899964186387717, 
0.008714509196579456, 1727899964309344265, 
0.008714509196579456, 1727899964444385008, 
0.008714509196579456, 1727899964579274585, 
0.008714509196579456, 1727899964701921690, 
0.008714509196579456, 1727899964837343097, 
0.008714509196579456, 1727899964960267422, 
0.008714509196579456, 1727899965095078093, 
0.008714509196579456, 1727899965218099603, 
0.008714509196579456, 1727899965353900340, 
0.008714509196579456, 1727899965475817321, 
0.008714509196579456, 1727899965610865527, 
0.008714509196579456, 1727899965733802593, 
0.008714509196579456, 1727899965869370462, 
0.008714509196579456, 1727899965991853402, 
0.008714509196579456, 1727899966127085384, 
0.008714509196579456, 1727899966249758674, 
0.008714509196579456, 1727899966384793991, 
0.008714509196579456, 1727899966508015666, 
0.008714509196579456, 1727899966642741967, 
0.008714509196579456, 1727899966777907653, 
0.008714509196579456, 1727899966901018829, 
0.008714509196579456, 1727899967036041980, 
0.008714509196579456, 1727899967158478271, 
0.008714509196579456, 1727899967293770550, 
0.008714509196579456, 1727899967416277415, 
0.008714509196579456, 1727899967551823099, 
0.008714509196579456, 1727899967674182928, 
0.008714509196579456, 1727899967809459114, 
0.008714509196579456, 1727899967932248443, 
0.008714509196579456, 1727899968067291577, 
0.008714509196579456, 1727899968190494551, 
