angle_increment, stamp, 
0.008714509196579456, 1727899887603463095, 
0.008714509196579456, 1727899887726303348, 
0.008714509196579456, 1727899887861189184, 
0.008714509196579456, 1727899887984129472, 
0.008714509196579456, 1727899888119280214, 
0.008714509196579456, 1727899888242467964, 
0.008714509196579456, 1727899888377340708, 
0.008714509196579456, 1727899888500175182, 
0.008714509196579456, 1727899888635230832, 
0.008714509196579456, 1727899888770230650, 
0.008714509196579456, 1727899888893307363, 
0.008714509196579456, 1727899889028238569, 
0.008714509196579456, 1727899889151213636, 
0.008714509196579456, 1727899889286212138, 
0.008714509196579456, 1727899889409049927, 
0.008714509196579456, 1727899889544123151, 
0.008714509196579456, 1727899889666878200, 
0.008714509196579456, 1727899889802346051, 
0.008714509196579456, 1727899889924672307, 
0.008714509196579456, 1727899890059606569, 
0.008714509196579456, 1727899890182425784, 
0.008714509196579456, 1727899890317748914, 
0.008714509196579456, 1727899890454240498, 
0.008714509196579456, 1727899890575575168, 
0.008714509196579456, 1727899890710593837, 
0.008714509196579456, 1727899890833526625, 
0.008714509196579456, 1727899890968564683, 
0.008714509196579456, 1727899891091570490, 
0.008714509196579456, 1727899891226927952, 
0.008714509196579456, 1727899891349632668, 
0.008714509196579456, 1727899891484566986, 
0.008714509196579456, 1727899891607750495, 
0.008714509196579456, 1727899891743066791, 
0.008714509196579456, 1727899891877527779, 
0.008714509196579456, 1727899892000489530, 
0.008714509196579456, 1727899892135673994, 
0.008714509196579456, 1727899892258561320, 
0.008714509196579456, 1727899892393584044, 
0.008714509196579456, 1727899892516352908, 
0.008714509196579456, 1727899892651417947, 
0.008714509196579456, 1727899892774696418, 
0.008714509196579456, 1727899892909433867, 
0.008714509196579456, 1727899893032174897, 
0.008714509196579456, 1727899893167211288, 
0.008714509196579456, 1727899893290165077, 
0.008714509196579456, 1727899893425271597, 
0.008714509196579456, 1727899893560138118, 
0.008714509196579456, 1727899893682889945, 
0.008714509196579456, 1727899893818308278, 
0.008714509196579456, 1727899893941040160, 
0.008714509196579456, 1727899894076095607, 
0.008714509196579456, 1727899894199176431, 
0.008714509196579456, 1727899894334169878, 
0.008714509196579456, 1727899894457354739, 
0.008714509196579456, 1727899894592080669, 
0.008714509196579456, 1727899894727311911, 
0.008714509196579456, 1727899894850136478, 
0.008714509196579456, 1727899894985134517, 
0.008714509196579456, 1727899895108023824, 
0.008714509196579456, 1727899895243319139, 
0.008714509196579456, 1727899895365931041, 
0.008714509196579456, 1727899895501029135, 
0.008714509196579456, 1727899895623903832, 
0.008714509196579456, 1727899895758712761, 
0.008714509196579456, 1727899895881495088, 
0.008714509196579456, 1727899896016818977, 
0.008714509196579456, 1727899896151992052, 
0.008714509196579456, 1727899896274830434, 
0.008714509196579456, 1727899896409688530, 
0.008714509196579456, 1727899896532548041, 
0.008714509196579456, 1727899896667543784, 
0.008714509196579456, 1727899896790423536, 
0.008714509196579456, 1727899896925589685, 
0.008714509196579456, 1727899897048597492, 
0.008714509196579456, 1727899897183523587, 
0.008714509196579456, 1727899897306866650, 
0.008714509196579456, 1727899897441430359, 
0.008714509196579456, 1727899897564203871, 
0.008714509196579456, 1727899897699236244, 
0.008714509196579456, 1727899897834626465, 
0.008714509196579456, 1727899897957920011, 
0.008714509196579456, 1727899898092367980, 
0.008714509196579456, 1727899898215610359, 
0.008714509196579456, 1727899898350385474, 
0.008714509196579456, 1727899898473786389, 
0.008714509196579456, 1727899898608500986, 
0.008714509196579456, 1727899898743572747, 
0.008714509196579456, 1727899898866291055, 
0.008714509196579456, 1727899899001708795, 
0.008714509196579456, 1727899899124218198, 
0.008714509196579456, 1727899899259434254, 
0.008714509196579456, 1727899899381853139, 
0.008714509196579456, 1727899899516990936, 
0.008714509196579456, 1727899899640037113, 
0.008714509196579456, 1727899899775194800, 
0.008714509196579456, 1727899899898125125, 
0.008714509196579456, 1727899900033031795, 
0.008714509196579456, 1727899900167970908, 
0.008714509196579456, 1727899900290957919, 
0.008714509196579456, 1727899900426006162, 
0.008714509196579456, 1727899900549029024, 
0.008714509196579456, 1727899900683911378, 
0.008714509196579456, 1727899900806891630, 
0.008714509196579456, 1727899900942284351, 
0.008714509196579456, 1727899901064723217, 
0.008714509196579456, 1727899901199900996, 
0.008714509196579456, 1727899901322812507, 
0.008714509196579456, 1727899901457629381, 
0.008714509196579456, 1727899901580616743, 
0.008714509196579456, 1727899901715589375, 
0.008714509196579456, 1727899901851047263, 
0.008714509196579456, 1727899901973988719, 
0.008714509196579456, 1727899902109077683, 
0.008714509196579456, 1727899902231708566, 
