acc_x, acc_y, angular_z, stamp, 
-0.03030252456665039, -0.006362855434417725, 2.4030347731374596e-11, 1727899941722904472, 
0.0037823915481567383, -0.009884834289550781, 1.4217902199902407e-10, 1727899941752865398, 
-0.003580033779144287, -0.0008104443550109863, 2.7501072982777646e-10, 1727899941782924280, 
-0.013793766498565674, -0.014467060565948486, 4.515550056370389e-05, 1727899941812953305, 
0.5417806506156921, -0.05634504556655884, -0.009718267410251325, 1727899941843259747, 
1.8793368339538574, -0.4413180947303772, -0.12061944810041542, 1727899941873064331, 
0.9049240946769714, 0.10452073812484741, -0.18551432637509355, 1727899941904220042, 
0.7610391974449158, 0.014829635620117188, -0.19724861614725675, 1727899941936045366, 
0.7139378786087036, -0.28030210733413696, -0.2696324801802802, 1727899941963245600, 
0.4605454206466675, -0.22975021600723267, -0.28236427089609983, 1727899941993249486, 
0.748049259185791, -0.24597936868667603, -0.2993263888702149, 1727899942016314332, 
0.8812909126281738, 0.06777840852737427, -0.4515510285719281, 1727899942044193797, 
0.7482834458351135, -0.13707244396209717, -0.4639949443251975, 1727899942073417390, 
0.5360367298126221, -0.4782758951187134, -0.48774536819449366, 1727899942103463482, 
0.05129444599151611, 0.35148972272872925, -0.5308971645428827, 1727899942133738932, 
-0.19971966743469238, -0.38295483589172363, -0.5229997349357784, 1727899942163560594, 
-0.3438268303871155, -0.08036637306213379, -0.4931349237802109, 1727899942193587924, 
-0.18689942359924316, 0.013778865337371826, -0.484260181979624, 1727899942224725265, 
0.21657872200012207, 0.01672220230102539, -0.4635603289898428, 1727899942256170105, 
-0.4956311583518982, -0.1622191071510315, -0.5309555758578162, 1727899942283775744, 
0.3448403477668762, -0.316209077835083, -0.49595235274439853, 1727899942313805982, 
0.05240374803543091, 0.15843403339385986, -0.4906685294256963, 1727899942343811544, 
-0.12416136264801025, -0.2512628436088562, -0.5105753465778498, 1727899942373860965, 
0.27726995944976807, -0.5438507795333862, -0.5083958003570781, 1727899942403916145, 
0.1867939829826355, 0.2395387887954712, -0.5226468517092137, 1727899942433987744, 
-0.11888343095779419, -0.25203239917755127, -0.5246649323694104, 1727899942464137134, 
